name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
Escape the Mazes,2017-03-02,0.50962,Néo-Riki Games,Néo-Riki Games,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual,-0.30062,-0.58318,-0.5958,-0.60557,-0.60643,0-20000,-0.86966,11.0,591350
Dreams of Dali,2018-02-18,0.50962,Half Full Nelson;Goodby Silverstein and Partners,"Salvador Dali Museum, Inc",windows,-0.51125,Single-player,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,-0.70668,-0.55877,-0.58113,-0.60557,-0.60643,50000-100000,-1.3254,9.0,591360
Production Line : Car factory simulation,2019-03-07,0.50962,Positech Games,Positech Games,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Management;Simulation;Strategy,-0.20692,0.21101,-0.00888,-0.60557,-0.60643,50000-100000,2.92456,9.0,591370
Bomb Squad Academy,2017-03-27,0.50962,Systemic Games,Systemic Games,windows;mac;linux,-0.51125,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation,-0.70668,-0.42065,-0.45494,-0.60557,-0.60643,20000-50000,-0.45535,10.0,591380
Zup! 4,2017-02-20,0.50962,Quiet River,Quiet River,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,7.9611,0.46761,0.07622,0.76076,0.8883,100000-200000,-1.15314,8.0,591420
Parkasaurus,2018-09-25,0.50962,WashBear,WashBear,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Early Access,Early Access;Simulation;Dinosaurs,-0.22253,-0.25276,-0.56939,-0.60557,-0.60643,20000-50000,2.05233,10.0,591460
Dark Realm: Queen of Flames Collector's Edition,2017-02-21,0.50962,Mad Head Games,Big Fish Games,windows,-0.51125,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,-0.70668,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,0.19883,11.0,591470
Red Death,2017-03-23,0.50962,Panda Indie Studio;WrathSchneider,New Reality Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Shoot 'Em Up,-0.47242,-0.554,-0.57526,0.45354,0.51046,200000-500000,-1.15314,7.0,591560
Mystery Tales: The Lost Hope Collector's Edition,2017-02-22,0.50962,Domini Games,Big Fish Games,windows,-0.51125,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Hidden Object,-0.42556,-0.59389,-0.61341,-0.60557,-0.60643,0-20000,0.19883,11.0,591580
Deep End,2017-03-31,0.50962,Red Line Reality,Red Line Reality,windows,-0.51125,Single-player;Steam Achievements,Action;Indie,Action;Indie;VR,-0.34747,-0.59508,-0.61928,-0.60557,-0.60643,0-20000,1.07106,11.0,591610
